Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
85       0.70     11.38    140.47   -454.92  -96.24   -316.26  0.00     0.00     0.00     -23.04   0.00     0.00     -1.89    -751.86 
86       0.70     11.34    134.60   -451.17  -96.99   -314.75  0.00     0.00     0.00     -23.26   0.00     0.00     -2.21    -753.77 
87       0.71     11.33    144.06   -456.51  -99.54   -316.11  0.00     0.00     0.00     -23.82   0.00     0.00     -2.55    -754.46 
88       0.70     11.35    147.90   -455.74  -102.20  -315.49  0.00     0.00     0.00     -23.36   0.00     0.00     -2.76    -751.64 
89       0.69     11.50    148.86   -458.72  -101.47  -314.53  0.00     0.00     0.00     -21.74   0.00     0.00     -2.58    -750.18 
90       0.68     11.55    146.46   -457.28  -97.31   -311.02  0.00     0.00     0.00     -23.03   -0.00    0.00     -1.99    -744.16 
91       0.68     11.58    153.11   -453.27  -97.17   -316.13  0.00     0.00     0.00     -21.77   -0.00    0.00     -2.21    -737.44 
92       0.68     11.59    147.55   -451.07  -98.28   -312.65  0.00     0.00     0.00     -22.69   -0.00    0.00     -2.54    -739.68 
93       0.69     11.60    157.85   -457.53  -97.22   -316.17  0.00     0.00     0.00     -24.45   0.00     0.00     -2.65    -740.16 
94       0.69     11.65    139.00   -454.13  -95.44   -314.13  0.00     0.00     0.00     -22.83   0.00     0.00     -2.91    -750.43 
95       0.68     11.72    147.20   -450.30  -97.60   -311.90  0.00     0.00     0.00     -23.85   -0.00    0.00     -2.64    -739.09 
96       0.68     11.69    139.51   -450.84  -95.85   -311.28  0.00     0.00     0.00     -23.33   -0.00    0.00     -2.29    -744.08 
97       0.69     11.58    151.75   -450.65  -95.87   -313.29  0.00     0.00     0.00     -23.64   -0.00    0.00     -2.46    -734.16 
98       0.71     11.52    153.78   -448.19  -98.23   -314.21  0.00     0.00     0.00     -24.82   -0.00    0.00     -2.20    -733.88 
99       0.73     11.44    149.18   -445.78  -99.11   -314.17  0.00     0.00     0.00     -23.16   0.00     0.00     -2.28    -735.32 
100      0.72     11.41    146.19   -447.92  -98.51   -314.67  0.00     0.00     0.00     -23.20   -0.00    0.00     -2.66    -740.77 
101      0.72     11.45    152.28   -462.89  -99.01   -311.06  0.00     0.00     0.00     -22.26   -0.00    0.00     -2.52    -745.46 
